tbl,Year,quarter,citymarketid_1,citymarketid_2,city1,city2,airportid_1,airportid_2,airport_1,airport_2,nsmiles,passengers,fare,carrier_lg,large_ms,fare_lg,carrier_low,lf_ms,fare_low,Geocoded_City1,Geocoded_City2,tbl1apk
Table 1a,2014,1,30423,31453,"Austin, TX","Houston, TX",10423,12191,AUS,HOU,148,12467,167.09,WN,1.0,167.09,WN,1.0,167.09,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",201411042312191AUSHOU
Table 1a,2011,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,5824,257.67,WN,0.44,273.72,DL,0.2,208.96,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201141042314307AUSPVD
Table 1a,2009,3,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,13303,AUS,MIA,1105,4914,179.24,AA,0.5,193.25,CO,0.29,163.62,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",200931042313303AUSMIA
Table 1a,2009,4,30423,30977,"Austin, TX","Chicago, IL",10423,13232,AUS,MDW,978,20657,176.66,WN,0.96,176.15,WN,0.96,176.15,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",200941042313232AUSMDW
Table 1a,2011,3,30423,31453,"Austin, TX","Houston, TX",10423,12191,AUS,HOU,148,15652,162.06,WN,1.0,162.06,WN,1.0,162.06,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",201131042312191AUSHOU
Table 1a,2014,4,30423,31453,"Austin, TX","Houston, TX",10423,12266,AUS,IAH,148,9828,200.37,UA,1.0,200.37,UA,1.0,200.37,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",201441042312266AUSIAH
Table 1a,2011,3,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,13303,AUS,MIA,1105,6734,239.72,AA,0.54,256.79,DL,0.16,206.87,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201131042313303AUSMIA
Table 1a,2008,2,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,13303,AUS,MIA,1105,7462,245.67,AA,0.5,246.13,DL,0.1,238.89,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",200821042313303AUSMIA
Table 1a,2014,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12197,AUS,HPN,1559,1729,288.33,DL,0.53,277.75,B6,0.1,256.08,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201421042312197AUSHPN
Table 1a,2012,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12953,AUS,LGA,1559,36764,240.66,AA,0.62,236.88,AA,0.62,236.88,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201221042312953AUSLGA
Table 1a,2009,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,5460,214.28,WN,0.51,221.73,WN,0.51,221.73,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",200941042314307AUSPVD
Table 1a,2012,4,30423,31453,"Austin, TX","Houston, TX",10423,12266,AUS,IAH,148,9828,169.03,UA,1.0,169.03,UA,1.0,169.03,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",201241042312266AUSIAH
Table 1a,2012,1,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,11697,AUS,FLL,1105,33124,183.05,WN,0.44,177.9,B6,0.36,169.13,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201211042311697AUSFLL
Table 1a,2012,3,30423,33195,"Austin, TX","Tampa, FL (Metropolitan Area)",10423,15304,AUS,TPA,928,18746,193.1,WN,0.51,213.85,DL,0.21,152.47,"Austin, TX
(30.264979, -97.746598)","Tampa, FL (Metropolitan Area)
(37.8606, -78.804199)",201231042315304AUSTPA
Table 1a,2009,2,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,10821,AUS,BWI,1342,47502,167.54,WN,0.71,164.53,WN,0.71,164.53,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",200921042310821AUSBWI
Table 1a,2010,2,30423,31453,"Austin, TX","Houston, TX",10423,12266,AUS,IAH,148,12194,139.61,CO,0.95,140.58,UA,0.04,121.1,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",201021042312266AUSIAH
Table 1a,2010,4,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,13796,AUS,OAK,1504,19383,186.4,WN,0.93,184.46,WN,0.93,184.46,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201041042313796AUSOAK
Table 1a,2007,4,30423,31453,"Austin, TX","Houston, TX",10423,12191,AUS,HOU,148,31213,108.84,WN,0.99,108.83,WN,0.99,108.83,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",200741042312191AUSHOU
Table 1a,2009,1,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,11278,AUS,DCA,1342,19474,251.01,AA,0.43,276.07,US,0.15,196.95,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",200911042311278AUSDCA
Table 1a,2009,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12478,AUS,JFK,1559,40040,210.57,B6,0.93,210.54,DL,0.02,183.8,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",200941042312478AUSJFK
Table 1a,2009,1,30423,30466,"Austin, TX","Phoenix, AZ",10423,14107,AUS,PHX,872,45136,159.43,WN,0.6,162.18,US,0.26,155.69,"Austin, TX
(30.264979, -97.746598)","Phoenix, AZ
(30.406931, -87.217578)",200911042314107AUSPHX
Table 1a,2012,1,30423,30977,"Austin, TX","Chicago, IL",10423,13232,AUS,MDW,978,23660,211.13,WN,0.97,211.69,F9,0.01,157.63,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",201211042313232AUSMDW
Table 1a,2007,4,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14771,AUS,SFO,1504,27482,255.1,UA,0.32,304.88,F9,0.14,150.21,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",200741042314771AUSSFO
Table 1a,2012,1,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12197,AUS,HPN,1559,1911,252.51,DL,0.57,232.78,UA,0.22,207.46,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201211042312197AUSHPN
Table 1a,2012,2,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,13796,AUS,OAK,1504,18473,219.8,WN,0.9,218.55,UA,0.01,170.9,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201221042313796AUSOAK
Table 1a,2008,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12197,AUS,HPN,1559,1092,257.53,DL,0.32,198.39,DL,0.32,198.39,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",200841042312197AUSHPN
Table 1a,2010,3,30423,30977,"Austin, TX","Chicago, IL",10423,13232,AUS,MDW,978,22295,195.32,WN,0.97,195.59,DL,0.01,176.8,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",201031042313232AUSMDW
Table 1a,2010,4,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,11697,AUS,FLL,1105,30940,173.61,WN,0.43,175.14,B6,0.4,156.03,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201041042311697AUSFLL
Table 1a,2013,1,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,10821,AUS,BWI,1342,38766,227.95,WN,0.67,238.58,AA,0.13,186.45,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201311042310821AUSBWI
Table 1a,2014,3,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,11278,AUS,DCA,1342,35672,261.3,WN,0.49,254.83,WN,0.49,254.83,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201431042311278AUSDCA
Table 1a,2010,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,5915,207.03,WN,0.35,234.56,DL,0.31,176.82,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201041042314307AUSPVD
Table 1a,2009,3,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,10800,AUS,BUR,1242,5005,185.28,WN,0.5,197.69,AA,0.19,172.27,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",200931042310800AUSBUR
Table 1a,2008,1,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,10800,AUS,BUR,1242,5005,223.07,WN,0.56,226.65,US,0.18,203.41,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",200811042310800AUSBUR
Table 1a,2009,2,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,11697,AUS,FLL,1105,25662,145.18,WN,0.4,147.11,B6,0.39,130.11,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",200921042311697AUSFLL
Table 1a,2014,3,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,10800,AUS,BUR,1242,2457,299.58,WN,0.78,296.93,WN,0.78,296.93,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201431042310800AUSBUR
Table 1a,2009,1,30423,31453,"Austin, TX","Houston, TX",10423,12266,AUS,IAH,148,10192,126.74,CO,1.0,126.74,CO,1.0,126.74,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",200911042312266AUSIAH
Table 1a,2011,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,5551,252.77,WN,0.59,262.65,DL,0.21,216.17,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201131042313296AUSMHT
Table 1a,2014,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,54600,251.79,B6,0.34,265.14,WN,0.12,220.8,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201441042310721AUSBOS
Table 1a,2012,3,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12954,AUS,LGB,1242,21567,178.55,B6,0.89,176.69,DL,0.01,160.3,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201231042312954AUSLGB
Table 1a,2012,3,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14771,AUS,SFO,1504,71253,231.95,UA,0.36,286.28,B6,0.29,188.89,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201231042314771AUSSFO
Table 1a,2007,4,30423,30977,"Austin, TX","Chicago, IL",10423,13232,AUS,MDW,978,18018,173.2,WN,0.96,173.76,NW,0.01,135.72,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",200741042313232AUSMDW
Table 1a,2013,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,5278,245.92,WN,0.43,248.21,UA,0.19,206.97,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201321042314307AUSPVD
Table 1a,2011,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12391,AUS,ISP,1559,910,271.29,WN,1.0,271.29,WN,1.0,271.29,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201121042312391AUSISP
Table 1a,2011,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,10800,AUS,BUR,1242,6734,188.4,WN,0.57,194.34,AA,0.21,170.85,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201121042310800AUSBUR
Table 1a,2008,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,4732,215.02,WN,0.53,218.33,US,0.12,180.65,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",200841042313296AUSMHT
Table 1a,2013,2,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,13796,AUS,OAK,1504,17836,234.75,WN,0.9,233.58,DL,0.02,220.77,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",201321042313796AUSOAK
Table 1a,2008,4,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14771,AUS,SFO,1504,41860,180.93,WN,0.32,150.47,WN,0.32,150.47,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",200841042314771AUSSFO
Table 1a,2014,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,11618,AUS,EWR,1559,67795,233.31,UA,0.63,251.62,WN,0.25,184.96,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201441042311618AUSEWR
Table 1a,2009,4,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12954,AUS,LGB,1242,12831,162.49,B6,0.87,164.52,US,0.11,146.78,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",200941042312954AUSLGB
Table 1a,2008,3,30423,32457,"Austin, TX","San Francisco, CA (Metropolitan Area)",10423,14831,AUS,SJC,1504,41314,258.05,AA,0.87,257.26,US,0.04,237.66,"Austin, TX
(30.264979, -97.746598)","San Francisco, CA (Metropolitan Area)
(37.78008, -122.420168)",200831042314831AUSSJC
Table 1a,2010,1,30423,31453,"Austin, TX","Houston, TX",10423,12191,AUS,HOU,148,22568,126.93,WN,1.0,126.93,WN,1.0,126.93,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",201011042312191AUSHOU
Table 1a,2010,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,11618,AUS,EWR,1559,28938,291.41,CO,0.73,311.52,UA,0.01,182.82,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201031042311618AUSEWR
Table 1a,2008,3,30423,31453,"Austin, TX","Houston, TX",10423,12191,AUS,HOU,148,26572,114.26,WN,0.99,114.28,WN,0.99,114.28,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",200831042312191AUSHOU
Table 1a,2014,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12478,AUS,JFK,1559,78169,224.67,B6,0.43,220.09,B6,0.43,220.09,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201421042312478AUSJFK
Table 1a,2007,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12391,AUS,ISP,1559,2093,171.07,WN,0.93,165.78,WN,0.93,165.78,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",200721042312391AUSISP
Table 1a,2007,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,11618,AUS,EWR,1559,35945,274.42,CO,0.84,279.03,NW,0.01,165.14,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",200731042311618AUSEWR
Table 1a,2012,3,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,5915,236.9,WN,0.59,237.3,UA,0.14,194.07,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201231042314307AUSPVD
Table 1a,2008,1,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,10821,AUS,BWI,1342,36764,193.28,WN,0.69,194.64,AA,0.12,193.1,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",200811042310821AUSBWI
Table 1a,2012,4,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,10721,AUS,BOS,1698,48594,230.89,B6,0.33,268.67,UA,0.25,187.98,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201241042310721AUSBOS
Table 1a,2011,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,14908,AUS,SNA,1242,17472,197.38,AA,0.38,183.85,AA,0.38,183.85,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201121042314908AUSSNA
Table 1a,2010,2,30423,30977,"Austin, TX","Chicago, IL",10423,13930,AUS,ORD,978,59787,200.96,AA,0.7,195.05,AA,0.7,195.05,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",201021042313930AUSORD
Table 1a,2010,1,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,14307,AUS,PVD,1698,4550,214.16,WN,0.49,222.49,DL,0.18,200.44,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201011042314307AUSPVD
Table 1a,2010,1,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12478,AUS,JFK,1559,39949,204.66,B6,0.92,203.18,DL,0.03,196.72,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201011042312478AUSJFK
Table 1a,2008,2,30423,30977,"Austin, TX","Chicago, IL",10423,13930,AUS,ORD,978,63336,192.45,AA,0.77,183.12,AA,0.77,183.12,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",200821042313930AUSORD
Table 1a,2008,3,30423,30977,"Austin, TX","Chicago, IL",10423,13930,AUS,ORD,978,55146,210.28,AA,0.79,204.89,AA,0.79,204.89,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",200831042313930AUSORD
Table 1a,2011,3,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,12264,AUS,IAD,1342,18655,329.14,UA,0.53,355.37,WN,0.11,249.85,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201131042312264AUSIAD
Table 1a,2010,1,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12391,AUS,ISP,1559,1001,255.53,WN,0.96,256.57,US,0.03,229.72,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201011042312391AUSISP
Table 1a,2011,2,30423,30721,"Austin, TX","Boston, MA (Metropolitan Area)",10423,13296,AUS,MHT,1698,4550,262.24,WN,0.59,265.9,DL,0.25,241.24,"Austin, TX
(30.264979, -97.746598)","Boston, MA (Metropolitan Area)
(42.358894, -71.056742)",201121042313296AUSMHT
Table 1a,2012,2,30423,30466,"Austin, TX","Phoenix, AZ",10423,14107,AUS,PHX,872,49959,208.65,WN,0.55,216.16,US,0.37,192.35,"Austin, TX
(30.264979, -97.746598)","Phoenix, AZ
(30.406931, -87.217578)",201221042314107AUSPHX
Table 1a,2013,4,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12391,AUS,ISP,1559,1274,224.19,WN,0.92,219.45,WN,0.92,219.45,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201341042312391AUSISP
Table 1a,2010,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,15070,AUS,SWF,1559,1001,222.66,DL,0.8,210.6,DL,0.8,210.6,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201031042315070AUSSWF
Table 1a,2012,1,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12954,AUS,LGB,1242,17017,168.47,B6,0.92,164.28,B6,0.92,164.28,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201211042312954AUSLGB
Table 1a,2010,3,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,11278,AUS,DCA,1342,16744,273.12,AA,0.44,278.08,US,0.25,235.46,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",201031042311278AUSDCA
Table 1a,2009,4,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,13303,AUS,MIA,1105,5733,199.2,AA,0.42,206.67,DL,0.12,185.79,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",200941042313303AUSMIA
Table 1a,2009,3,30423,30852,"Austin, TX","Washington, DC (Metropolitan Area)",10423,12264,AUS,IAD,1342,14196,294.35,UA,0.32,436.76,AA,0.31,211.17,"Austin, TX
(30.264979, -97.746598)","Washington, DC (Metropolitan Area)
(38.892062, -77.019912)",200931042312264AUSIAD
Table 1a,2008,2,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,11697,AUS,FLL,1105,28028,147.94,WN,0.48,134.4,B6,0.23,129.14,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",200821042311697AUSFLL
Table 1a,2014,1,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,11697,AUS,FLL,1105,37583,188.08,WN,0.39,188.67,B6,0.36,177.08,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201411042311697AUSFLL
Table 1a,2012,2,30423,30977,"Austin, TX","Chicago, IL",10423,13232,AUS,MDW,978,29666,238.56,WN,0.97,238.68,WN,0.97,238.68,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",201221042313232AUSMDW
Table 1a,2007,1,30423,33198,"Austin, TX","Kansas City, MO",10423,13198,AUS,MCI,650,17017,157.59,WN,0.56,150.45,CO,0.1,147.67,"Austin, TX
(30.264979, -97.746598)","Kansas City, MO
(39.099792, -94.578559)",200711042313198AUSMCI
Table 1a,2010,1,30423,32467,"Austin, TX","Miami, FL (Metropolitan Area)",10423,13303,AUS,MIA,1105,5824,229.95,AA,0.49,231.58,CO,0.3,210.99,"Austin, TX
(30.264979, -97.746598)","Miami, FL (Metropolitan Area)
(44.977479, -93.264346)",201011042313303AUSMIA
Table 1a,2010,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12478,AUS,JFK,1559,43771,205.34,B6,0.95,203.89,B6,0.95,203.89,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201021042312478AUSJFK
Table 1a,2009,1,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,11618,AUS,EWR,1559,28938,268.7,CO,0.82,269.2,UA,0.01,237.91,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",200911042311618AUSEWR
Table 1a,2007,1,30423,31453,"Austin, TX","Houston, TX",10423,12191,AUS,HOU,148,39858,103.36,WN,1.0,103.36,WN,1.0,103.36,"Austin, TX
(30.264979, -97.746598)","Houston, TX
(29.760803, -95.369506)",200711042312191AUSHOU
Table 1a,2010,2,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,13891,AUS,ONT,1242,8463,201.55,WN,0.52,199.66,US,0.16,197.18,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201021042313891AUSONT
Table 1a,2012,4,30423,30466,"Austin, TX","Phoenix, AZ",10423,10466,AUS,AZA,872,0,191.5,F9,1.0,191.5,F9,1.0,191.5,"Austin, TX
(30.264979, -97.746598)","Phoenix, AZ
(30.406931, -87.217578)",201241042310466AUSAZA
Table 1a,2010,4,30423,30194,"Austin, TX","Dallas/Fort Worth, TX",10423,11259,AUS,DAL,190,74711,135.46,WN,0.99,135.41,WN,0.99,135.41,"Austin, TX
(30.264979, -97.746598)","Dallas/Fort Worth, TX
(40.11086, -77.035636)",201041042311259AUSDAL
Table 1a,2014,1,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,12954,AUS,LGB,1242,21658,199.85,B6,0.91,199.56,US,0.07,196.41,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201411042312954AUSLGB
Table 1a,2007,2,30423,30977,"Austin, TX","Chicago, IL",10423,13232,AUS,MDW,978,16471,166.93,WN,0.96,167.04,NW,0.01,134.21,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",200721042313232AUSMDW
Table 1a,2009,1,30423,30977,"Austin, TX","Chicago, IL",10423,13232,AUS,MDW,978,14469,181.04,WN,0.97,181.69,WN,0.97,181.69,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",200911042313232AUSMDW
Table 1a,2007,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12391,AUS,ISP,1559,2093,189.75,WN,0.94,189.27,WN,0.94,189.27,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",200731042312391AUSISP
Table 1a,2007,2,30423,30977,"Austin, TX","Chicago, IL",10423,13930,AUS,ORD,978,63518,190.24,AA,0.79,183.34,AA,0.79,183.34,"Austin, TX
(30.264979, -97.746598)","Chicago, IL
(41.775002, -87.696388)",200721042313930AUSORD
Table 1a,2010,3,30423,32575,"Austin, TX","Los Angeles, CA (Metropolitan Area)",10423,10800,AUS,BUR,1242,5278,201.12,WN,0.58,203.72,AA,0.2,184.7,"Austin, TX
(30.264979, -97.746598)","Los Angeles, CA (Metropolitan Area)
(34.052238, -118.243344)",201031042310800AUSBUR
Table 1a,2013,2,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,15070,AUS,SWF,1559,455,301.7,DL,0.64,275.16,DL,0.64,275.16,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",201321042315070AUSSWF
Table 1a,2008,3,30423,31703,"Austin, TX","New York City, NY (Metropolitan Area)",10423,12953,AUS,LGA,1559,18564,251.22,AA,0.62,240.33,AA,0.62,240.33,"Austin, TX
(30.264979, -97.746598)","New York City, NY (Metropolitan Area)
(40.123164, -75.333718)",200831042312953AUSLGA
